RecipeID,RecipeTitle,Directions,Source
1339235,Vienna Style Apple Streudel ,"[""Peel and slice the apples fine. Melt the butter and mix in some honey to sweeten it."", ""Remove about half the Phyllo dough from package (or more if you wish a thicker crust, depending on the amount in the package) and place it on a non-stick cooking pan."", ""Mix apples with two cups of sugar and a sprinkling of cinnamon (approx. 1/2 tsp.) and nutmeg (approx. 1/4 tsp.). Put apple and sugar mixture in a line in center of Phyllo dough. Seal one or two Phyllo dough leaves with some butter and honey mixture by folding edges over apple and sugar mixture. Brush top of sealed leaves with butter and honey liquid mixture."", ""Fold another one or two Phyllo dough leaves over, and brush with honey and butter mixture. Continue until all leaves are folded, sealed, and coated with butter and honey. Bake at 350 degrees F in a preheated over for around 40 minutes. Remove from oven, let cool, then drizzle icing, made from confectioners sugar and milk, on top. You can top this with some sliced almonds to make it look a little fancier. This is best eaten fresh, but will keep overnight in a vacuum sealed container.""]",www.epicurious.com/recipes/member/views/vienna-style-apple-streudel-50131954
1796581,Curried Crab,"[""Cook onion & garlic in margarine until tender."", ""Stir in flour."", ""Combine milk, coconut milk, curry & bouillon."", ""Gradually add the milk mixture, stirring until smooth."", ""Over medium heat, cook & stir until thickened."", ""Add lemon juice, reduce heat & simmer 10 minutes."", ""Add imitation crab meat & cook 10 minutes longer."", ""Serve over cooked rice with soy sauce.""]",www.food.com/recipe/curried-crab-224548
1807905,Chicken Stir-Fry Salad,"[""Cook chicken in large nonstick skillet on medium-high heat 5 min."", ""or until done, stirring occasionally."", ""Remove chicken from skillet; cover to keep warm."", ""Heat dressing in same skillet on medium-high heat."", ""Add vegetables; cook and stir 3 min."", ""Add chicken, nuts and soy sauce; cook 2 min."", ""or until vegetables are crisp-tender and mixture is heated through, stirring frequently."", ""Serve over greens.""]",www.kraftrecipes.com/recipes/chicken-stir-fry-salad-73973.aspx
576359,Broccoli-Rice-Cheese Casserole,"[""Cook broccoli; drain well."", ""Cook rice in 1 1/2 cups water. Saute onion in melted margarine."", ""Add soup and 1 scant soup can of water; add broccoli, cheese and rice."", ""Mix thoroughly; put in casserole dish."", ""Sprinkle with paprika."", ""Bake at 350\u00b0 for 20 to 25 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=459459
1845007,"Creamy Lemon, Artichoke, and Salmon Pasta","[""Preheat oven to 400 F. Begin cooking pasta according to package directions."", ""While pasta is cooking, brush olive oil on both sides of salmon."", ""Season generously with sea salt and pepper."", ""Heat an oven-safe pan over high heat."", ""Once it is hot, add salmon and sear for about 5 minutes."", ""Flip salmon over and add the artichokes."", ""Put the pan in your preheated oven and let it bake for about 10-12 minutes."", ""While salmon and pasta are cooking, heat butter in a large pan over medium heat."", ""When butter is melted add diced onion and white wine and heat."", ""In a small bowl, whisk together almond milk and cornstarch."", ""Add this mixture to the pan along with lemon juice and lemon zest."", ""Stir to mix well."", ""Simmer on low for about 10-15 minutes until the sauce begins to thicken."", ""Season with salt and pepper as desired."", ""When its done drain pasta then put it back into the pot."", ""Add sauce to the pasta, stirring to mix well."", ""Sprinkle with additional lemon juice if desired."", ""Plate the pasta mixture."", ""Serve salmon pieces over pasta and sprinkle with artichokes.""]",tastykitchen.com/recipes/main-courses/creamy-lemon-artichoke-and-salmon-pasta/
1210621,Taco Filling,"[""In a large skillet (with available lid), brown the meats with the next 10 ingredients."", ""Make sure the meat is browned really well."", ""Add the Rotel tomatoes, chicken broth, and wine."", ""Bring to a boil."", ""Reduce to simmer until most of the liquid is absorbed and meat becomes very tender."", ""I put a lid half on for awhile and then take it off towards the end to help reduce the remaining liquid."", ""Garnish with fresh cilantro."", ""Serve in crispy taco shells, or warmed flour tortillas."", ""We top our tacos with shredded lettuce, diced tomatoes, sour cream, chopped black olives, sliced pickled jalepenos, salsa, and cheddar cheese."", ""This is a pretty basic recipe and if I have any left over, I'll dump a cup of cooked rice in and make untraditional stuffed cabbage rolls or even stuffed poblano peppers."", ""It's a jumping off point so you can play around with it and the spices to tailor it to your preference.""]",www.food.com/recipe/taco-filling-102569
1288316,Revived Chicken Citrus ,"[""Same as recipe except triple all, use skinless breasts and one Caron broth""]",www.epicurious.com/recipes/member/views/revived-chicken-citrus-58389905
127851,Ham And Pickle Bites,"[""Soften cream cheese."", ""Spread over ham."", ""Place pickle on this and roll up jelly roll fashion."", ""Slice rolls into bite size pieces."", ""Refrigerate until ready to serve.""]",www.cookbooks.com/Recipe-Details.aspx?id=910588
1153269,Beat And Bake Sponge Cake,"[""Heat the oven to 180 deg Celsius."", ""Grease 2 16cm tins."", ""Put all ingredients into a bowl and beat slowly for 3 minutes."", ""When well mixed pour into the tins and bake for 25-30 minutes until golden brown."", ""Ice with your favourite recipe and flavour.""]",www.food.com/recipe/beat-and-bake-sponge-cake-226398
377836,Corn Dogs,"[""Mix all ingredients except hot dogs. Coat wieners and drop in hot oil. Cook until brown.""]",www.cookbooks.com/Recipe-Details.aspx?id=123000
2015772,Monster Toes (Breakfast/Brunch Version),"[""Preheat oven to 350F."", ""Prepare the sausage according to package directions."", ""Meanwhile, cut each flour tortilla into 10 thin strips."", ""Halve the sausage links when they are done cooking."", ""Leaving the rounded edge of the sausage link visible, begin wrapping about 1/3 of the way down from this edge with a tortilla strip."", ""Wrap \""messily,\"" not all on top of itself, so that it looks like a mummy bandage."", ""Pin the tortilla strip in place using a toothpick through the tortilla and sausage."", ""Bake about 5 minutes."", ""Remove \""toes\"" from oven and immediately stick an almond into the top of the rounded edge of the sausage link, as though it was a creepy, broken toenail."", ""Enjoy!"", ""They are good plain or with some maple syrup for dipping!""]",www.food.com/recipe/monster-toes-breakfast-brunch-version-395338
617631,Potato Salad,"[""Toss all the ingredients together lightly and chill well before serving.""]",www.cookbooks.com/Recipe-Details.aspx?id=1015816
1271981,Grilled Japanese & Fairy Tale Eggplant With Sweet Corn Salsa ,"[""Toss eggplant in a mixing bowl with oil and season to taste. Grill eggplant cut side down 3-5 minutes or until you have nice grill marks. Flip egg- plant and cook on a lower heat until tender."", ""Combine all ingredients in a mixing bowl. Stir well and let rest form 10-15 minutes for flavors to infuse. Serve over grilled eggplant.""]",www.epicurious.com/recipes/member/views/grilled-japanese-fairy-tale-eggplant-with-sweet-corn-salsa-576b03e77823d8090d928c6f
832212,Watermelon Rind Pickles,"[""To prepare watermelon rind, trim dark skin and pink flesh from thick watermelon rind; wash and cut in one-inch pieces."", ""Dissolve lime in 2 quarts of water; pour over rind."", ""If needed, add more water to cover rind."", ""Let stand 2 hours in lime."", ""Drain; rinse and cover rind with cold water."", ""Cook until just tender; drain."", ""Tie spices in a cheesecloth bag."", ""Combine spices with remaining ingredients and simmer 10 minutes."", ""Add watermelon rind and simmer until clear."", ""Add boiling water if syrup becomes too thick before rind is clear."", ""Remove spice bag."", ""Pack, boiling hot, into jars, leaving 1/2-inch head space."", ""Adjust lids."", ""Process 10 minutes in boiling water bath.""]",www.cookbooks.com/Recipe-Details.aspx?id=452347
1657846,Summer Oden Hot Pot with 'Salt',"[""How to prepare salt pork: rub the pork with salt evenly and wrap with cling film very tightly."", ""Leave to rest for 3 days."", ""I recommend you using shoulder or fillets because of less fat."", ""After 3 days peel off the cling film."", ""How to seal in the umami Heat a little oil in a frying pan and brown all over."", ""How to get rid of the excess salt and fat Add water to cover the pork in the frying pan and bring to the boil."", ""After bringing to the boil take out the pork into a pot."", ""How to cook the daikon Peel the skin of daikon and shave the sharp edges off the daikon."", ""Make criss cross incisions on the surface and put in a dish."", ""Wrap roughly with cling film and heat in a microwave for 3 minutes."", ""Cook the oden hot pot Add the daikonn, sliced ginger and green part of Japanese leek into the pork pot."", ""Put the water and bring to the boil."", ""After bringing to the boil skim off any scum and add the stock powder."", ""Cover with a lid and cook over a low heat for about 30 minutes."", ""After 30 minutes turn off the heat and take out the green part of the leek."", ""Add the white part of the leek which are cut roughly and cover with a lid."", ""Simmer over a low heat for about 30 minutes."", ""After 30 minutes turn off the heat and let it sit with a lid on for one hour."", ""Open the lid and it will look very tasty."", ""Take out the pork and slice into the thickness you like."", ""Return the pork to the pot and reheat."", ""After the pot is hot enough, serve."", ""For the first serving, I eat it as is and have plenty of soup."", ""For the second I will serve with a little yuzu pepper paste.""]",cookpad.com/us/recipes/156262-summer-oden-hot-pot-with-salt
2048496,Huevos Rancheros Pizza,"[""1."", ""Preheat oven to 450 F. Place pizza crust on a greased cookie sheet."", ""2."", ""In a small bowl, mix refried beans with diced tomatoes."", ""Spread bean mixture evenly over pizza, leaving an even crust around the edges."", ""3."", ""Cook the chorizo in a large frying pan on medium-high heat."", ""Once its browned, remove chorizo from pan and set aside."", ""Sprinkle cheese on the pizza."", ""Place onion and jalapeno on top of the cheese."", ""4."", ""Make wells inside the 4 largest onion rings."", ""Crack one egg inside each ring."", ""Add chorizo over top of the pizza."", ""5."", ""Put pizza into the oven and cook for 15 minutes."", ""Turn on the broiler and cook until eggs reach your desired doneness , about 2-3 minutes."", ""6."", ""Once done, remove pizza from oven and top with fresh tomatoes, cilantro and avocado."", ""Serve and enjoy.""]",tastykitchen.com/recipes/main-courses/huevos-rancheros-pizza/
1799074,Bringalong Beans,"[""Brown ground beef in large, 5 quart Dutch oven or cook pot."", ""Drain fat, and set beef aside."", ""Cut the full pound of bacon into small pieces and cook until crisp in the same pot."", ""Drain all but a tablespoon or two of bacon drippings."", ""Cook onions and garlic in the bacon drippings over medium heat until translucent."", ""Add the ground beef and bacon back in, along with the catsup or tomato paste, brown sugar, and maple syrup."", ""Stir together very well, blending all ingredients."", ""Gently fold in baked beans, and bring just to the boil."", ""Reduce heat and simmer about 45 minutes, or until sauce has thickened."", ""Serve with a green salad and crusty sourdough bread to round out a hearty meal, or makes a great bring-along to potlucks and picnics."", ""Note: This is also good with different types of beans: just add the same bean amount in a different variety, but don't drain the beans."", ""Butterbeans with red kidney and great northerns are also very good!"", ""Serving sizes depend on how you're using this."", ""As a main dish, it does go a long way, which is how I listed it below."", ""Goes even further as a passed dish!""]",www.food.com/recipe/bringalong-beans-296650
380618,Cheese Cake Pecan Pie,"[""Preheat oven to 350\u00b0."", ""Combine the first 5 ingredients; beat at low speed with an electric mixer until smooth."", ""Pour into pastry shell."", ""Sprinkle evenly with pecans."", ""Combine the beaten eggs and remaining ingredients, mixing well."", ""Spoon over pecan layer."", ""Bake on the lowest rack for 35 minutes or until set. Makes 1 (9-inch) pie.""]",www.cookbooks.com/Recipe-Details.aspx?id=952133
703829,Mrs. Ryeback'S Shipwreck,"[""Brown and drain ground beef."", ""In deep casserole dish, layer 1/3 of the beef, 1/3 of sliced onions and potatoes and 1 can of kidney beans."", ""Do this twice more, until all meat, potatoes and onions are added."", ""Pour can of tomato sauce over top."", ""Cover. Bake at 350\u00b0 for 1 1/2 hours.""]",www.cookbooks.com/Recipe-Details.aspx?id=875945
1340247,Chicken Shiraz With Porcini And Whole Shallots ,"[""Preheat oven to 300\u00b0F. Bring broth and porcini mushrooms to boil in small saucepan. Remove from heat and let stand at room temperature until mushrooms soften, about 25 minutes. Using slotted spoon, transfer mushrooms to cutting board and chop coarsely. Pour mushroom broth into medium bowl, leaving sediment behind. Reserve broth."", ""Meanwhile, heat oil in heavy large ovenproof pot over medium heat. Add pancetta and cook until crisp and brown, stirring frequently, about 10 minutes. Using slotted spoon, transfer pancetta to paper towels to drain. Sprinkle all chicken pieces with salt and pepper. Working in batches, add chicken to pot and cook over medium-high heat until lightly browned, about 5 minutes per side. Transfer chicken to platter."", ""Pour off all but 3 tablespoons drippings from pot. Add whole shallots to pot. Cook until lightly browned, about 2 minutes per side. Add crimini mushrooms. Cook until mushrooms begin to brown, stirring frequently, about 6 minutes. Stir in chopped shallots, thyme, garlic, and reserved porcini mushrooms; cook until chopped shallots are soft, about 2 minutes. Stir flour into shallot mixture and continue stirring 1 minute. Stir in wine, reserved mushroom broth, and pancetta. Add chicken thighs and drumsticks to pot. Bring to boil. Cover pot and transfer to oven. Bake 25 minutes. Add chicken breasts to pot. Cover and bake until all chicken is cooked through, about 45 minutes longer. Using slotted spoon, transfer chicken to platter; tent with foil to keep warm."", ""Boil sauce in pot until slightly thickened, about 5 minutes. Pour sauce over chicken on platter, sprinkle with parsley, and serve."", ""*Available in the produce section of many supermarkets and at specialty foods stores and Italian markets."", ""**An Italian bacon cured in salt; available in the refrigerated deli case of many supermarkets and at Italian markets.""]",www.epicurious.com/recipes/food/views/chicken-shiraz-with-porcini-and-whole-shallots-230937
1344648,Carrot Muffins - Gluten Free ,"[""PREHEAT the oven to 350\u00b0F. Place paper liners in a 12-cup muffin pan or grease the cups."", """", ""2. STIR together the almond meal/flour, pecans, flaxseeds, cinnamon, baking powder, baking soda, nutmeg, cloves, and salt in a large bowl. Stir in the carrots, orange peel, and raisins (if using)."", """", ""3. WHISK together the egg yolks, xylitol or stevia, sour cream or coconut milk, oil or butter, and applesauce in a medium bowl."", """", ""4. BEAT the egg whites and cream of tartar with an electric mixer in a large bowl until stiff peaks form. Gently fold the beaten whites into the egg yolk mixture until combined. Fold egg mixture into the flour mixture until well combined."", """", ""5. DIVIDE the batter among the muffin cups, filling each about half full. Bake for 40 minutes, or until a wooden pick inserted in the center of a muffin comes out clean. Cool in the pan on a rack for 5 minutes. Remove from the pan and cool completely on the rack.""]",www.epicurious.com/recipes/member/views/carrot-muffins-gluten-free-52789321
763482,Fantasy Fudge,"[""Combine sugar, margarine and milk in a saucepan."", ""Bring to full boil, stirring constantly."", ""Continue boiling 5 minutes over medium heat, stirring constantly."", ""Remove."", ""Stir in chips until melted. Add marshmallow cream, nuts and vanilla; beat until blended."", ""Pour into a greased pan."", ""Top with walnut halves.""]",www.cookbooks.com/Recipe-Details.aspx?id=232048
738758,7-Up Cake,"[""Cream sugar and butter together for 20 minutes Add eggs, one at a time."", ""Add flour, 1 cup at a time."", ""Add lemon extract."", ""Fold in 3/4 cup of 7-Up."", ""Mix well."", ""Bake at 325\u00b0 for 1 hour or 1 hour and 15 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=320682
1321202,Farfalle Romano ,"[""For pasta:"", """", ""Put a big pot of water on and bring to a boil. Add salt and pasta. Let cook according to package directions."", """", ""For sauce: Combine soft butter, parsley and basil in a medium bowl. Blend in cream cheese, salt and pepper. Stir in boiling water; blend well. Keep warm."", """", ""In small skillet, heat butter and melt. Add garlic and cook for 1 minute."", """", ""Drain pasta. Add garlic butter and coat all pasta well with garlic mixture. Then top with sauce. Coat well. Sprinkle on parmesan cheese."", """", ""Serve with bread."", """", ""NOTES : Risa's notes:"", """", ""* I used Roasted Garlic Cream Cheese. I found it right at the supermarket, next to the regular Philly cream cheese. If you can't find it, use regular cream cheese. I find that soft cream cheese works better and softens easier.""]",www.epicurious.com/recipes/member/views/farfalle-romano-1200388
1828200,Mississippi Mud Pie Iv,"[""Preheat oven to 350F."", ""Mix butter, 2 eggs and cocoa together."", ""Then, add and mix in vanilla extract, 2 eggs, flour and pecans, if desired."", ""Put into a greased 11 x 14\"" pan."", ""Bake for 30 minutes."", ""Remove from oven."", ""While cake is hot, spread 3/4 jar of marshmallow creme in top."", ""Mix together 1 stick butter, 6 tablespoons milk, 1/2 cup cocoa, 1 box powdered sugar, 1 teaspoons vanilla extract and 1 cup medium chopped pecans."", ""Spread over marshmallow topping.""]",www.food.com/recipe/mississippi-mud-pie-iv-8280
435115,Strawberry Pretzel Salad,"[""Mix first 3 ingredients and press in 13 x 9-inch pan, forming a crust."", ""Bake at 350\u00b0 for 10 minutes."", ""Let cool."", ""Dissolve Jell-O and water and add berries."", ""Set aside in fridge until chilled, just starting to gel."", ""Mix softened cream cheese, sugar and Cool Whip. Spread cream cheese mixture over crust, then pour Jell-O mixture over cream cheese layer and refrigerate overnight.""]",www.cookbooks.com/Recipe-Details.aspx?id=250268
702422,Carrot Souffle,"[""Peel and cut up carrots."", ""Boil until tender; drain."", ""Puree in blender or beat with mixer until smooth."", ""Add butter; blend until butter is melted."", ""Add all other ingredients until well blended. Pour into a 1 1/2-quart casserole."", ""Bake at 350\u00b0 for about 45 minutes, or until knife inserted in center comes out clean.""]",www.cookbooks.com/Recipe-Details.aspx?id=1012711
2114099,Gateau Rustique (Apple Cinnamon Cake),"[""Preheat oven to 375F Grease a 10-inch Bundt pan."", ""Combine the flour, baking powder, baking soda, cinnamon and salt, and set aside."", ""Beat the eggs until they are creamy and pale, add the oil in a slow, steady stream while beating."", ""Add the apple juice, honey, brown sugar and apples."", ""Mix well."", ""Beat in the dry ingredients with a wooden spoon, then stir in the dates and pecans."", ""Spoon the mixture into the prepared pan, and bake until a toothpick inserted in the center coms out clean, about 50 minutes."", ""Let cool for 10 minutes, then unmould."", ""Serve the cake warm with a scoop of ice cream and, if possible, some stewed apples.""]",www.food.com/recipe/g-teau-rustique-apple-cinnamon-cake-236254
1553611,Sweet Starfish Shortbread Cookies,"[""Preheat the oven to 350 F."", ""In a large bowl, combine the butter, sugar, vanilla and salt. Using a hand or stand mixer, beat until all the ingredients are combined. Slowly add the flour and mix until the dough comes together. Turn it out on a floured board, shape it into a disk, wrap in plastic and refrigerate for at least half an hour."", ""On a well floured surface, roll out the chilled dough to approximately 1/4\"" thick and cut out desired shapes. I used a 3 1/2\"" starfish shaped cutter."", ""Place the cookies on a baking sheet that you've lined with parchment paper and bake for approximately 20 minutes or until the edges of the cookies turn a light golden brown. Remove pan from oven and set it on a rack. Allow them to cool before handling the cookies."", ""Ice or dust with powdered sugar, if desired. Makes about 2 dozen cookies."", ""Adapted from Barefoot Contessa.""]",tastykitchen.com/recipes/desserts/sweet-starfish-shortbread-cookies/
628797,Fruit Cocktail Cake,"[""Beat eggs slightly."", ""Add fruit cocktail with juice."", ""Sift together flour, sugar and baking soda."", ""Add to fruit mixture. Blend and pour into 10 x 10-inch greased pan."", ""Sprinkle with brown sugar and nuts."", ""Bake at 350\u00b0 for 40 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=555806
2208894,"Wild Salmon Salad with Beets, Potato, Egg, and Mustard Vinaigrette","[""Preheat the oven to 400F."", ""Cut the greens from the beets, leaving 1/2 inch of stem still attached."", ""(Save the leaves for sauteing later; they are delicious!)"", ""Clean the beets well, and toss them with 2 tablespoons olive oil and 1 teaspoon salt."", ""Place the beets in a roasting pan with a splash of water."", ""Cover tightly with foil, and roast about 40 minutes, until tender when pierced."", ""(The roasting time will depend on the size and type of beet.)"", ""When the beets are done, carefully remove the foil."", ""Let cool, and peel the beets by slipping off the skins with your fingers."", ""Cut the beets into 1/2-inch wedges."", ""Once the beets are in the oven, toss the potatoes with 1 tablespoon olive oil, the thyme, and 1 teaspoon salt."", ""Place in a roasting pan, cover with foil, and cook in the oven about 30 minutes, until tender when pierced."", ""When the potatoes have cooled, cut them in half."", ""Remove the salmon from the refrigerator 30 minutes before cooking, to bring it to room temperature."", ""Turn the oven down to 250F and place a shallow pan of water on the bottom rack."", ""Finely grate the zest of the lemon until you have 1 teaspoon."", ""Combine the lemon zest, shallots, dill, tarragon, and parsley in a small bowl, and stir in 2 tablespoons olive oil."", ""Place the salmon, skin side down, on a baking sheet, and season with 2 teaspoons kosher salt and some freshly ground black pepper."", ""Smear about a third of the herb mixture on the fish, and turn it over."", ""Slather the skin side of the fish with the remaining herb mixture, and season with the fleur de sel and a little more black pepper."", ""Place the salmon on a wire rack set on a baking sheet, or in a roasting pan."", ""Bake the salmon about 25 minutes, until medium-rare to medium."", ""The center will still be slightly translucent."", ""To check if the salmon is done, peek between the flakes."", ""If it doesnt separate into flakes, its not ready yet."", ""Meanwhile, bring a small pot of water to a boil, and carefully lower the eggs into the pot."", ""Turn the heat down to low, and gently simmer exactly 9 minutes."", ""Immediately transfer the eggs to a bowl of ice water to stop the cooking."", ""When theyre completely cooled, peel the eggs, and cut them into halves."", ""Season with salt and pepper."", ""Season the beets with a healthy pinch of salt, a pinch of pepper, the remaining tablespoon olive oil, and a squeeze of lemon juice."", ""Season the potatoes with 1/2 teaspoon salt and 2 tablespoons Dijon mustard vinaigrette."", ""Taste both for seasoning."", ""Scatter the dandelion greens on a large platter, and drizzle 1/4 cup mustard vinaigrette over them."", ""Nestle the potatoes and beets in and around the greens."", ""Using your hands, pull the salmon into 2-inch chunks, tucking them throughout the salad."", ""Spoon another 1/4 cup vinaigrette over the salad, and tuck the eggs in and around the other ingredients."", ""Season the salad with a healthy squeeze of lemon juice, and pass the rest of the vinaigrette at the table."", ""Whisk the egg yolk in a small bowl with the mustard, red wine vinegar, lemon juice, 1/2 teaspoon salt, and a pinch of pepper."", ""Slowly whisk in the olive oil."", ""Thin the vinaigrette with 1 teaspoon water or more if needed."", ""Taste for balance and seasoning."", ""Although there are a lot of components to this dish, the herb marinade, beets, potatoes, eggs, and mustard vinaigrette can be prepared ahead of time and dressed at the last minute."", ""Even the salmon can be baked an hour or two before serving, since its served at room temperature.""]",www.epicurious.com/recipes/food/views/wild-salmon-salad-with-beets-potato-egg-and-mustard-vinaigrette-390834
1572803,Shortbread Cookie Men (For Santa),"[""For the cookies(recipe is on the side of the box):"", ""Preheat oven to 350F. Place cookie mix and butter in a medium bowl, stir until dough forms (sometimes I use my hands for this)."", ""Place dough on lightly floured surface; roll to 1/2-inch thickness and cut into shapes. Place 1 inch apart onto ungreased cookie sheet. Pierce dough with a fork."", ""Bake for 11-13 minutes or until light golden brown around edges. Makes 24 cookies, more or less."", ""Cool on cookie rack and prepare chocolate glaze."", ""For the chocolate glaze:"", ""Fill a double boiler with water but don't allow the water in the bottom pan to touch the bottom of the top pan. Place the chocolate chips and oil into the top pan on the double boiler and heat over low heat. Stir the chocolate constantly until smooth. Remove from heat and place in a shallow bowl."", ""To decorate the cookies:"", ""After the cookies have cooled, dip the legs (or any other part) into the warm chocolate glaze. Quickly sprinkle the crushed Health bars while chocolate is still warm. Place them on a cookie sheet and let air dry for a couple of hours."", ""Store in an airtight container.""]",tastykitchen.com/recipes/desserts/shortbread-cookie-men-for-santa/
1795624,Homemade Pizza Dough Recipe,"[""Dissolve yeast in water in large bowl."", ""Stir in sugar, salt and 6 tbsp."", ""oil and 4 or possibly 5 c. flour."", ""Beat till smooth."", ""Stir in sufficient flour to make it easy to handle."", ""Knead on floured surface 5 min."", ""Place in greased bowl, turn to grease all sides, cover and let rise in hot place 45 min."", ""Preheat oven to 400 degrees."", ""Grease pans 4 to 5 of various sizes."", ""Punch down dough, divide into 4 to 5 sections."", ""Roll into flat shapes to place in pans."", ""Squeeze tomatoes in bowl and season with oregano and salt and pepper."", ""Bake crusts 120 min on 350 degrees."", ""Spread tomato mix as a sauce over precooked pizza dough."", ""Add in desired ingredients and bake at 350 to 400 degrees for 25 min.""]",cookeatshare.com/recipes/homemade-pizza-dough-18527
92769,Cheese Ring,"[""Mix all ingredients except preserves and pack in a mold."", ""Fill center with preserves and serve with crackers.""]",www.cookbooks.com/Recipe-Details.aspx?id=1022107
1017250,Old-Fashioned Southern Butter Rolls,"[""Preheat oven to 350. Grease a large baking dish; set aside."", ""In a large bowl, combine flour and salt. Cut shortening in until mixture looks like course crumbs. Add water, and stir just until combined. Use your hands to press dough together until it forms a ball."", ""Turn out onto a floured surface, and roll dough out into a large rectangle. The dough should be rolled fairly thinly, like you would dough for cinnamon rolls. Spread butter evenly over the top, then sprinkle with 1/4 cup sugar and nutmeg. Roll up tightly, and pinch ends to seal. Cut into 12 equal slices. Place cut side down in baking dish."", ""In a saucepan, heat 2/3 cup sugar, milk, and vanilla until bubbles form. Remove from heat, and pour over top of rolls. Bake 30-40 minutes."", ""*Note: These rolls can also be made without the milk sauce if you'd like, with a little milk or cream being poured over individual servings instead.""]",www.food.com/recipe/old-fashioned-southern-butter-rolls-341704
815039,Cheese Ball,"[""Mix ingredients except steak sauce and pecans."", ""Chill in refrigerator just long enough for easy shaping."", ""Shape into 2 balls."", ""With spoon, make a deep indentation in top of each ball and fill with 1 tablespoon of steak sauce."", ""Cover by pressing cheese smoothly over hole."", ""Roll ball in pecans."", ""Makes 2 balls.""]",www.cookbooks.com/Recipe-Details.aspx?id=433554
1134675,Cheeseburger Soup!,"[""Brown ground beef, onion, and celery in a large saucepan or stockpot; add a little olive oil if necessary. Add the diced red bell pepper and cook for 1 minute longer. Add the chicken broth, carrots, potatoes, parsley, and basil or herb seasoning blend. Bring to a boil. Reduce heat to low; cover and simmer for 30 minutes, or until vegetables are tender."", ""In a saucepan, melt butter over medium low heat; stir in flour until smooth, about 30 seconds. Slowly stir in the half-and-half or milk. Stir in cheese. Continue cooking, stirring, until cheese is melted and the mixture is thick and begins to bubble. Stir the milk mixture into the soup mixture until well blended. Taste and add salt and pepper as needed. Heat thoroughly. Serve with biscuits or crusty rolls. Serves 6 to 8.""]",www.food.com/recipe/cheeseburger-soup-480679
2189513,"Potato, Parmesan, and Anchovy Focaccia","[""In the bowl of an electric mixer fitted with the paddle attachment proof the yeast with the sugar in the water for 5 minutes, or until the mixture is foamy."", ""In a large bowl combine 4 cups of the flour, the mashed potatoes, and the table salt until the mixture resembles coarse meal, add it with 2 tablespoons of the oil to the yeast mixture, and combine the dough well."", ""With the dough hook knead the dough, scraping down the dough hook occasionally and incorporating as much of the remaining 1/2 cup flour as necessary to prevent it from sticking, for 2 minutes, or until it is smooth and elastic."", ""Form the dough into a ball, transfer it to an oiled bowl, and turn it to coat it with the oil."", ""Let the dough rise, covered with plastic wrap, in a warm place for 1 1/2 hours, or until it is double in bulk."", ""The dough may be made up to this point, punched down, and kept, covered and chilled, overnight."", ""Let the dough return to room temperature before proceeding with the recipe."", ""In a small bowl stir together the garlic, the rosemary, the anchovy paste, and the remaining 4 tablespoons oil and let the mixture stand, covered."", ""Press the dough evenly into an oiled jelly-roll pan, 15 1/2 by 10 1/2 by 1 inches, and let it rise, covered loosely, in a warm place for 1 hour, or until it is almost double in bulk."", ""Cut the red potatoes into paper-thin slices with a mandoline or handheld slicer, arrange the slices on the dough, overlapping them, and brush them with the oil mixture, discarding the garlic."", ""Sprinkle the focaccia with the Parmesan, the coarse salt, and pepper to taste."", ""Bake the focaccia in the bottom third of a preheated 400F."", ""oven for 40 to 50 minutes, or until it is golden brown, let it cool in the pan on a rack, and serve it warm or at room temperature.""]",www.epicurious.com/recipes/food/views/potato-parmesan-and-anchovy-focaccia-13554
346561,Momma'S Baked Zucchini,"[""Brown meat in a skillet, drain."", ""Place the other ingredients in a saucepan and cook until tender."", ""Pour the mixture in a casserole pan and mix the ground meat in the mixture; stir well. Sprinkle the cheese on top of the casserole and put in the oven. Bake at 350\u00b0 until the cheese is melted.""]",www.cookbooks.com/Recipe-Details.aspx?id=915504
1145412,6 Point Carne Guisada (Latin Beef Stew),"[""In a large dutch oven or heavy pot, heat oil over medium heat. Add scallions and garlic and saute about 2 - 3 minutes; add tomatoes, cilantro and a pinch of salt. Cook another 2 minutes, stirring."", ""Add beef to the pot along with beer, water, cumin, adobo, achiote, bay leaf and salt if needed. Cover and simmer on low heat 1 1/2 hours. Test to make sure beef is tender, if not cook another 15 minutes."", ""Add potatoes and cook until soft, about 20 minutes depending on the size.""]",www.food.com/recipe/6-point-carne-guisada-latin-beef-stew-473574
1811796,Cornflake Chicken Recipe JordanC221,"[""Preheat oven to 400 degrees."", ""In medium sized bowl, mix corn flake crumbs, parmasan cheese, and salt and pepper to taste."", ""Scramble eggs in separate bowl."", ""Dip chicken thoroughly in the scrambled egg and place in corn flake mixture."", ""Shake well enough to cover entire breast with crumbs."", ""When finished, place chicken in a baking dish and place covered in oven for 30 minutes."", ""After 30 minutes, remove the cover and cook for another 15-20 minutes or until cooked all the way through.""]",www.chowhound.com/recipes/cornflake-chicken-11220
